lossStreaks,lossImbalances,averageTimeBetweenDoublesOrTriples,averageTimeBetweenTriples
1:0.5002963090642477;2:0.2500760817463523;3:0.12488496282882222;4:0.062403062745849294;5:0.031196832697319713;6:0.01559276496531175;7:0.007756365375025709;8:0.0038970319578588266;9:0.0019441930368284276;10:9.771234702304705E-4;11:4.79693576281295E-4;12:2.494415433474599E-4;13:1.2293194971937924E-4;14:6.091367358215063E-5;15:3.059671824400345E-5;16:1.6281566248426483E-5;17:7.78494168504063E-6;18:4.183066588170549E-6;19:1.852290988404666E-6;20:7.435542746036692E-7;21:3.5478725546573753E-7;22:1.4075773474342802E-7;23:2.4718770642853183E-7;24:1.0649849257048508E-7,-36:1.5873015873015872E-8;-35:2.380952380952381E-8;-34:1.0317460317460316E-7;-33:3.4126984126984124E-7;-32:4.126984126984126E-7;-31:7.539682539682537E-7;-30:1.4206349206349213E-6;-29:3.341269841269842E-6;-28:5.769841269841283E-6;-27:1.2571428571428614E-5;-26:2.253968253968244E-5;-25:4.3492063492062874E-5;-24:7.591269841269888E-5;-23:1.352936507936543E-4;-22:2.3253968253968607E-4;-21:3.795158730158585E-4;-20:6.181111111111253E-4;-19:9.84007936508035E-4;-18:0.0015162619047621195;-17:0.0022709047619050697;-16:0.0033004444444447657;-15:0.004719095238095806;-14:0.006550936507936687;-13:0.008919928571428811;-12:0.01182236507936537;-11:0.015348198412698702;-10:0.019410515873016097;-9:0.02407676984126993;-8:0.029102888888888918;-7:0.03440796031746042;-6:0.039827166666667045;-5:0.04498476190476301;-4:0.04974719841269871;-3:0.05380508730158717;-2:0.056917126984126855;-1:0.05881313492063464;0:0.059572071428571405;1:0.05892348412698433;2:0.05710592063492057;3:0.054044158730158554;4:0.050115555555555774;5:0.045353634920635745;6:0.040176476190476824;7:0.03480711111111108;8:0.02948544444444467;9:0.024408301587301513;10:0.019754682539682853;11:0.015604507936508187;12:0.012060492063492398;13:0.009106031746031966;14:0.006721698412698557;15:0.004819896825397358;16:0.003407111111111461;17:0.002321238095238404;18:0.0015514126984129168;19:0.001011976190476304;20:6.375158730158937E-4;21:3.975714285714133E-4;22:2.390873015873031E-4;23:1.4217460317460698E-4;24:7.973809523809572E-5;25:4.471428571428493E-5;26:2.4341269841269663E-5;27:1.2793650793650826E-5;28:7.3730158730158775E-6;29:3.58730158730159E-6;30:1.9126984126984126E-6;31:6.666666666666666E-7;32:2.46031746031746E-7;33:7.936507936507937E-8;34:3.1746031746031744E-8;35:4.761904761904762E-8,0.0,0.0
